name,primary_amide_sum,secondary_amide_sum,tertiary_amide_sum,ester_sum,carbonyl_sum,logP_sum,MR_sum,dbratio_sum,aromatic_rings_sum,dbonds_sum,abonds_sum,primary_amide_mean,secondary_amide_mean,tertiary_amide_mean,ester_mean,carbonyl_mean,logP_mean,MR_mean,dbratio_mean,aromatic_rings_mean,dbonds_mean,abonds_mean
CUBKUF_clean,0.0,0.0,0.0,0.0,0.0,-0.4302,40.45400000000001,-0.5,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,-0.4302,40.45400000000001,-0.5,2.0,0.0,10.0
VEJYIT_clean,0.0,0.0,0.0,0.0,0.0,-0.47940000000000005,22.505499999999998,-0.5,0.5,1.0,2.5,0.0,0.0,0.0,0.0,0.0,-0.47940000000000005,22.505499999999998,-0.5,0.5,1.0,2.5
GUVCOP_clean,0.0,0.0,0.0,1.0,1.0,-0.5549000000000001,29.254,-0.8333333333333334,1.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,-0.5549000000000001,29.254,-0.8333333333333334,1.0,1.0,6.0
IYUQEZ_clean,0.0,0.0,0.0,0.0,0.0,0.03615000000000007,34.091499999999996,-0.7636363636363637,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03615000000000007,34.091499999999996,-0.7636363636363637,0.0,1.0,0.0
FAJZOI_clean,0.0,0.0,0.0,0.0,0.0,7.606520000000004,160.18199999999985,-0.9777777777777777,4.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,7.606520000000004,160.18199999999985,-0.9777777777777777,4.0,0.0,24.0
MUVJIX_clean,0.0,0.0,0.0,2.0,2.0,-0.1304000000000004,67.88600000000001,-0.8333333333333334,2.0,3.0,12.0,0.0,0.0,0.0,2.0,2.0,-0.1304000000000004,67.88600000000001,-0.8333333333333334,2.0,3.0,12.0
WALBOC_clean,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,-1.7420666666666669,21.10293333333333,-0.16666666666666666,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,-1.7420666666666669,21.10293333333333,-0.16666666666666666,0.3333333333333333,1.6666666666666667,1.6666666666666667
PUSXIL_charged,0.0,0.0,0.0,2.0,2.0,-1.9070000000000003,45.08950000000001,-0.8888888888888888,1.0,3.0,6.0,0.0,0.0,0.0,2.0,2.0,-1.9070000000000003,45.08950000000001,-0.8888888888888888,1.0,3.0,6.0
MEGBAD_clean,0.0,0.0,0.0,8.0,8.0,-7.647199999999998,230.1719999999997,-0.9122807017543859,8.0,12.0,44.0,0.0,0.0,0.0,8.0,8.0,-7.647199999999998,230.1719999999997,-0.9122807017543859,8.0,12.0,44.0
REZXEA_clean,0.0,0.0,0.0,2.0,2.0,-2.3856,31.819999999999997,-0.8888888888888888,1.0,2.0,6.0,0.0,0.0,0.0,2.0,2.0,-2.3856,31.819999999999997,-0.8888888888888888,1.0,2.0,6.0
AQOLID_clean,0.0,0.0,0.0,0.0,0.0,1.1213999999999993,77.1224,-0.8928571428571429,3.5,1.0,18.5,0.0,0.0,0.0,0.0,0.0,1.1213999999999993,77.1224,-0.8928571428571429,3.5,1.0,18.5
UMODEH02_clean,0.0,0.0,0.0,4.0,4.0,4.273000000000005,196.2879999999998,-0.9791666666666666,6.0,4.0,36.0,0.0,0.0,0.0,4.0,4.0,4.273000000000005,196.2879999999998,-0.9791666666666666,6.0,4.0,36.0
TESHAB_clean,0.0,0.0,0.0,1.0,1.0,-0.998,7.139499999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.998,7.139499999999999,0.0,0.0,1.0,0.0
JUGLAA_clean,0.0,0.0,0.0,1.0,1.0,1.9138500000000003,82.47550000000001,-0.9388111888111889,2.5,1.0,14.0,0.0,0.0,0.0,1.0,1.0,1.9138500000000003,82.47550000000001,-0.9388111888111889,2.5,1.0,14.0
WEBQOL_clean,0.0,0.0,0.0,0.0,0.0,0.3859999999999999,9.666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3859999999999999,9.666,0.0,0.0,1.0,0.0
ETESIG_clean,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.1816333333333335,47.64133333333334,-0.6234817813765182,1.6666666666666667,1.3333333333333333,9.333333333333334,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.1816333333333335,47.64133333333334,-0.6234817813765182,1.6666666666666667,1.3333333333333333,9.333333333333334
UCOXOZ_clean,0.0,0.0,0.0,2.0,2.0,-2.6332,51.381,-0.8666666666666667,1.0,2.0,6.0,0.0,0.0,0.0,2.0,2.0,-2.6332,51.381,-0.8666666666666667,1.0,2.0,6.0
HIYMEJ_clean,0.0,0.0,0.0,4.0,4.0,-6.0694,42.099999999999994,-0.8571428571428572,1.0,4.0,6.0,0.0,0.0,0.0,4.0,4.0,-6.0694,42.099999999999994,-0.8571428571428572,1.0,4.0,6.0
MARXEK_clean,0.0,0.0,0.0,3.0,3.0,-3.2229,41.493,-0.9,1.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,-3.2229,41.493,-0.9,1.0,3.0,6.0
NUDMUW_clean,0.0,0.0,0.0,2.0,2.0,-2.1914,34.271,-0.8571428571428572,1.0,2.0,6.0,0.0,0.0,0.0,2.0,2.0,-2.1914,34.271,-0.8571428571428572,1.0,2.0,6.0
ZOXFEZ_clean,0.0,0.0,0.0,0.0,0.0,2.2436999999999987,77.80799999999999,-0.9,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,2.2436999999999987,77.80799999999999,-0.9,4.0,0.0,21.0
BADJAU_clean,0.0,0.0,0.0,2.0,2.0,-1.5864,36.476,-0.8888888888888888,1.0,2.0,6.0,0.0,0.0,0.0,2.0,2.0,-1.5864,36.476,-0.8888888888888888,1.0,2.0,6.0
RAYFEE_clean,0.0,0.0,0.0,0.0,0.0,0.19819999999999996,31.700999999999997,-0.4285714285714286,1.5,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.19819999999999996,31.700999999999997,-0.4285714285714286,1.5,1.0,8.0
KOKDEU_clean,0.0,0.0,0.0,0.0,0.0,1.1630449999999999,52.82175,-0.6730769230769231,1.75,1.0,10.25,0.0,0.0,0.0,0.0,0.0,1.1630449999999999,52.82175,-0.6730769230769231,1.75,1.0,10.25
UBULUA_clean,0.0,0.0,0.0,0.0,0.0,0.8322,102.29999999999997,-0.9375,3.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.8322,102.29999999999997,-0.9375,3.0,3.0,18.0
YIWMEW_clean,0.0,0.0,0.0,0.0,0.0,0.01009,6.6945,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01009,6.6945,-0.25,0.0,0.0,0.0
POFSIN02_clean,0.0,0.0,0.0,0.0,0.0,0.0034,7.776,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,7.776,-0.5,0.0,0.0,0.0
WENDIE_clean,0.0,0.0,0.0,1.0,1.0,-0.9840000000000002,43.66799999999999,-0.8888888888888888,2.0,1.0,11.0,0.0,0.0,0.0,1.0,1.0,-0.9840000000000002,43.66799999999999,-0.8888888888888888,2.0,1.0,11.0
QQQGTA02_clean,0.0,0.0,0.0,2.0,2.0,-3.1237000000000004,16.194,-0.6666666666666667,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.1237000000000004,16.194,-0.6666666666666667,0.0,2.0,0.0
MUHNAG_clean,0.0,0.0,0.0,1.0,1.0,-1.5556999999999999,68.85299999999998,-0.9027777777777777,1.5,4.0,9.0,0.0,0.0,0.0,1.0,1.0,-1.5556999999999999,68.85299999999998,-0.9027777777777777,1.5,4.0,9.0
NABCEA_charged,0.0,0.0,0.0,0.0,0.0,4.715200000000003,108.35599999999998,-0.96,4.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,4.715200000000003,108.35599999999998,-0.96,4.0,0.0,24.0
FAWCEN03_SL,0.0,0.0,0.0,0.0,0.0,0.5039,22.591,-0.6666666666666667,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5039,22.591,-0.6666666666666667,1.0,0.0,5.0
VIRPOC_clean,0.0,0.0,0.0,0.0,0.0,-0.4095000000000001,15.42,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,-0.4095000000000001,15.42,0.0,1.0,0.0,5.0
GARTUR_clean,0.0,0.0,0.0,0.0,0.0,0.23709999999999992,10.374500000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23709999999999992,10.374500000000001,0.0,0.0,1.0,0.0
MAFLUD_clean,0.0,0.0,0.0,1.0,1.0,-0.9979500000000001,25.948,-0.6944444444444444,1.0,1.0,5.5,0.0,0.0,0.0,1.0,1.0,-0.9979500000000001,25.948,-0.6944444444444444,1.0,1.0,5.5
UXEFAF_clean,0.0,0.0,0.0,1.0,1.0,-0.998,7.139499999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.998,7.139499999999999,0.0,0.0,1.0,0.0
RAYMAG_clean,0.0,0.0,0.0,1.5,1.5,-0.48055000000000003,48.89250000000001,-0.9083333333333333,1.5,1.5,9.0,0.0,0.0,0.0,1.5,1.5,-0.48055000000000003,48.89250000000001,-0.9083333333333333,1.5,1.5,9.0
PEMREG_clean,0.0,0.0,0.0,4.0,4.0,-0.7856000000000004,202.9439999999998,-0.972972972972973,4.0,4.0,24.0,0.0,0.0,0.0,4.0,4.0,-0.7856000000000004,202.9439999999998,-0.972972972972973,4.0,4.0,24.0
VIZQEC_clean,0.0,0.0,0.0,2.0,2.0,0.32719999999999994,68.41400000000003,-0.9333333333333333,2.0,4.0,12.0,0.0,0.0,0.0,2.0,2.0,0.32719999999999994,68.41400000000003,-0.9333333333333333,2.0,4.0,12.0
XENMIO_SL,0.0,0.0,0.0,3.0,3.0,0.36169999999999947,94.525,-0.9545454545454546,3.0,3.0,18.0,0.0,0.0,0.0,3.0,3.0,0.36169999999999947,94.525,-0.9545454545454546,3.0,3.0,18.0
QAWDID_clean,0.0,0.0,0.0,3.0,3.0,-3.8223000000000007,38.001,-0.9,1.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,-3.8223000000000007,38.001,-0.9,1.0,3.0,6.0
CDLGLU10_clean,0.0,0.0,0.0,2.0,2.0,-2.7060000000000004,28.515399999999993,-0.8,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,-2.7060000000000004,28.515399999999993,-0.8,0.0,2.0,0.0
SAJRUT_clean,0.0,0.0,0.0,4.0,4.0,-3.1924,71.94600000000001,-0.9444444444444444,2.0,4.0,12.0,0.0,0.0,0.0,4.0,4.0,-3.1924,71.94600000000001,-0.9444444444444444,2.0,4.0,12.0
FUWXOL_SL,0.0,0.0,0.0,0.0,0.0,-1.6585000000000003,43.00569999999999,-0.75,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,-1.6585000000000003,43.00569999999999,-0.75,3.0,0.0,15.0
MIMSOS_clean,0.0,0.0,0.0,1.0,1.0,-0.8507000000000002,52.919999999999995,-0.4642857142857143,1.0,1.0,5.5,0.0,0.0,0.0,1.0,1.0,-0.8507000000000002,52.919999999999995,-0.4642857142857143,1.0,1.0,5.5
HURGUX01_clean,0.0,0.0,0.0,2.0,2.0,-0.43320000000000025,53.982000000000006,-0.9285714285714286,2.0,2.0,11.0,0.0,0.0,0.0,2.0,2.0,-0.43320000000000025,53.982000000000006,-0.9285714285714286,2.0,2.0,11.0
PEKZIP_clean,0.0,0.0,0.0,0.0,0.0,2.1436,47.46800000000001,-0.9,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.1436,47.46800000000001,-0.9,2.0,0.0,12.0
REJLAU_clean,0.0,0.0,0.0,0.0,0.0,0.07002666666666668,14.495133333333333,-0.3888888888888889,0.3333333333333333,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.07002666666666668,14.495133333333333,-0.3888888888888889,0.3333333333333333,0.0,1.6666666666666667
SIRBIG06_clean,0.0,0.0,0.0,1.0,1.0,-0.998,7.139499999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.998,7.139499999999999,0.0,0.0,1.0,0.0
USUVIP_clean,0.0,0.0,0.0,4.0,4.0,-1.6286500000000008,109.1625,-0.96,3.0,4.0,18.0,0.0,0.0,0.0,4.0,4.0,-1.6286500000000008,109.1625,-0.96,3.0,4.0,18.0
FAYPEC_clean,0.0,0.0,0.0,0.8,0.8,0.49529999999999996,70.40459999999999,-0.7717171717171717,1.2,3.2,6.8,0.0,0.0,0.0,0.8,0.8,0.49529999999999996,70.40459999999999,-0.7717171717171717,1.2,3.2,6.8
HAJYEZ_clean,0.0,0.0,0.0,4.0,4.0,-1.5254000000000003,97.382,-0.96,3.0,4.0,18.0,0.0,0.0,0.0,4.0,4.0,-1.5254000000000003,97.382,-0.96,3.0,4.0,18.0
AWAJIT_clean,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,0.449866666666667,70.56353333333333,-0.9100529100529101,2.0,1.3333333333333333,12.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,0.449866666666667,70.56353333333333,-0.9100529100529101,2.0,1.3333333333333333,12.0
HIHGUC_clean,0.0,0.0,0.0,4.0,4.0,2.4122000000000017,153.89359999999994,-0.9696969696969697,4.0,4.0,24.0,0.0,0.0,0.0,4.0,4.0,2.4122000000000017,153.89359999999994,-0.9696969696969697,4.0,4.0,24.0
ADUROI_clean,2.0,0.0,0.0,2.0,4.0,0.4591999999999996,102.6994,-0.9523809523809523,3.0,4.0,18.0,2.0,0.0,0.0,2.0,4.0,0.4591999999999996,102.6994,-0.9523809523809523,3.0,4.0,18.0
LETRAF_clean,0.0,0.0,0.0,0.0,0.0,0.3709499999999999,9.677,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3709499999999999,9.677,0.0,0.0,0.5,0.0
MAVFEV_clean,0.0,0.0,0.0,2.0,2.0,-3.5138000000000003,11.386999999999999,-0.5,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5138000000000003,11.386999999999999,-0.5,0.0,2.0,0.0
ZOZPUB_clean,0.0,0.0,0.0,1.0,1.0,-0.44030000000000047,50.9615,-0.8888888888888888,2.0,1.0,11.0,0.0,0.0,0.0,1.0,1.0,-0.44030000000000047,50.9615,-0.8888888888888888,2.0,1.0,11.0
TAKTIL_clean,0.0,0.0,0.0,4.0,4.0,-3.1924,71.94600000000001,-0.9444444444444444,2.0,4.0,12.0,0.0,0.0,0.0,4.0,4.0,-3.1924,71.94600000000001,-0.9444444444444444,2.0,4.0,12.0
ELIYUU_clean,0.0,0.0,0.0,0.0,0.0,0.8849999999999998,44.7308,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8849999999999998,44.7308,0.0,0.0,3.0,0.0
FIPJAR_clean,0.0,0.0,0.0,2.0,2.0,-1.5864,36.476,-0.8888888888888888,1.0,2.0,6.0,0.0,0.0,0.0,2.0,2.0,-1.5864,36.476,-0.8888888888888888,1.0,2.0,6.0
WAVQUH_clean,0.0,0.0,0.0,1.5,1.5,-1.07065,32.864999999999995,-0.8611111111111112,1.0,1.5,6.0,0.0,0.0,0.0,1.5,1.5,-1.07065,32.864999999999995,-0.8611111111111112,1.0,1.5,6.0
EGELUY_SL,0.0,0.0,0.0,2.0,2.0,-1.5864,36.476,-0.8888888888888888,1.0,2.0,6.0,0.0,0.0,0.0,2.0,2.0,-1.5864,36.476,-0.8888888888888888,1.0,2.0,6.0
LOMLOQ_clean,0.0,0.0,0.0,0.0,0.0,0.23709999999999992,10.374500000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23709999999999992,10.374500000000001,0.0,0.0,1.0,0.0
JELPAS_clean,0.0,0.0,0.0,1.0,1.0,-2.1255,9.600249999999999,-0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.1255,9.600249999999999,-0.25,0.0,1.0,0.0
VIDXOX_clean,0.0,0.0,0.0,4.0,4.0,-4.859400000000001,46.51,-0.9090909090909091,1.0,4.0,6.0,0.0,0.0,0.0,4.0,4.0,-4.859400000000001,46.51,-0.9090909090909091,1.0,4.0,6.0
PIZPIX02_clean,0.0,0.0,0.0,2.0,2.0,-2.9576000000000002,20.526999999999997,-0.5,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,-2.9576000000000002,20.526999999999997,-0.5,0.0,3.0,0.0
FEWWUB_clean,0.0,0.0,0.0,0.0,0.0,0.8321999999999997,102.29999999999997,-0.9375,3.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.8321999999999997,102.29999999999997,-0.9375,3.0,3.0,18.0
ZAQZOG_clean,0.0,0.0,0.0,0.0,0.0,0.09386666666666658,10.687533333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09386666666666658,10.687533333333334,0.0,0.0,1.0,0.0
c6ce00407e_c6ce00407e2_clean,0.0,0.0,0.0,3.0,3.0,-1.5559000000000003,66.92900000000002,-0.9411764705882353,2.0,3.0,12.0,0.0,0.0,0.0,3.0,3.0,-1.5559000000000003,66.92900000000002,-0.9411764705882353,2.0,3.0,12.0
AYUPOZ_clean,0.0,0.0,0.0,0.0,0.0,1.0638,12.951500000000003,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0638,12.951500000000003,0.0,0.0,2.0,0.0
WODXEU_clean,0.0,0.0,0.0,1.5,1.5,-1.37315,31.7625,-0.8452380952380953,1.0,1.5,6.0,0.0,0.0,0.0,1.5,1.5,-1.37315,31.7625,-0.8452380952380953,1.0,1.5,6.0
RUJGOT_clean,0.0,0.0,0.0,1.0,1.0,-0.7597,19.88025,-0.4166666666666667,0.5,1.0,3.0,0.0,0.0,0.0,1.0,1.0,-0.7597,19.88025,-0.4166666666666667,0.5,1.0,3.0
MAKGOX_clean,0.0,0.0,0.0,4.0,4.0,-3.4314999999999993,98.906,-0.9473684210526316,2.0,5.0,12.0,0.0,0.0,0.0,4.0,4.0,-3.4314999999999993,98.906,-0.9473684210526316,2.0,5.0,12.0
NIZNAN_clean,0.0,0.0,0.0,3.0,3.0,-5.425799999999999,135.5595,-0.9375,0.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,-5.425799999999999,135.5595,-0.9375,0.0,6.0,0.0
QUXQUX_clean,0.0,0.0,0.0,2.0,2.0,0.32719999999999994,68.41400000000003,-0.9333333333333333,2.0,4.0,12.0,0.0,0.0,0.0,2.0,2.0,0.32719999999999994,68.41400000000003,-0.9333333333333333,2.0,4.0,12.0
MUPTAU_clean,0.0,0.0,0.0,0.0,0.0,-1.7802000000000007,35.108000000000004,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,-1.7802000000000007,35.108000000000004,0.0,2.0,0.0,10.0
ETEJIX01_clean,0.0,0.0,0.0,2.0,2.0,-1.4986000000000002,35.577,-0.8888888888888888,1.0,2.0,6.0,0.0,0.0,0.0,2.0,2.0,-1.4986000000000002,35.577,-0.8888888888888888,1.0,2.0,6.0
DURDAX_clean,0.0,0.0,0.0,4.0,4.0,-1.5254000000000003,97.382,-0.96,3.0,4.0,18.0,0.0,0.0,0.0,4.0,4.0,-1.5254000000000003,97.382,-0.96,3.0,4.0,18.0
VIXCUB_clean,2.0,0.0,0.0,0.0,2.0,-0.2120000000000001,43.263999999999996,-0.875,2.0,2.0,11.0,2.0,0.0,0.0,0.0,2.0,-0.2120000000000001,43.263999999999996,-0.875,2.0,2.0,11.0
SETXAS_clean,0.0,0.0,0.0,0.0,0.0,-6.395999999999994,205.68599999999998,-0.9230769230769231,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,-6.395999999999994,205.68599999999998,-0.9230769230769231,1.0,4.0,6.0
OROLUD_clean,0.0,0.0,0.0,0.0,0.0,0.23709999999999992,10.374500000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23709999999999992,10.374500000000001,0.0,0.0,1.0,0.0
HUZFIS_charged,0.0,0.0,0.0,0.0,0.0,4.3644000000000025,95.698,-0.9473684210526316,5.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,4.3644000000000025,95.698,-0.9473684210526316,5.0,0.0,26.0
XUGWAZ_clean,0.0,0.0,0.0,0.0,0.0,7.237800000000005,233.20999999999978,-0.8571428571428572,6.0,8.0,34.0,0.0,0.0,0.0,0.0,0.0,7.237800000000005,233.20999999999978,-0.8571428571428572,6.0,8.0,34.0
WONXIH_clean,0.0,0.0,0.0,1.5,1.5,-2.0343500000000003,20.3205,-0.6666666666666667,0.5,1.5,3.0,0.0,0.0,0.0,1.5,1.5,-2.0343500000000003,20.3205,-0.6666666666666667,0.5,1.5,3.0
XUDYOM_clean,0.0,0.0,0.0,2.0,2.0,-3.5138000000000003,11.386999999999999,-0.5,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.5138000000000003,11.386999999999999,-0.5,0.0,2.0,0.0
QIDDAI01_clean_h,0.0,0.0,0.0,0.0,0.0,4.642600000000002,80.907,-0.8421052631578947,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,4.642600000000002,80.907,-0.8421052631578947,2.0,2.0,12.0
LEDLEN_clean,0.0,0.0,0.0,2.0,2.0,0.20589999999999975,62.99200000000002,-0.9333333333333333,2.0,2.0,12.0,0.0,0.0,0.0,2.0,2.0,0.20589999999999975,62.99200000000002,-0.9333333333333333,2.0,2.0,12.0
XATZOK_clean,0.0,0.0,0.0,1.0,1.0,0.7179500000000002,108.8459999999999,-0.8834688346883468,4.5,3.0,25.0,0.0,0.0,0.0,1.0,1.0,0.7179500000000002,108.8459999999999,-0.8834688346883468,4.5,3.0,25.0
WIYZOU_clean,0.0,0.0,0.0,5.0,5.0,-6.495900000000001,51.526999999999994,-0.9166666666666666,1.0,5.0,6.0,0.0,0.0,0.0,5.0,5.0,-6.495900000000001,51.526999999999994,-0.9166666666666666,1.0,5.0,6.0
GAMXAV_clean,0.0,0.0,0.0,4.0,4.0,-3.9407,161.12999999999994,-0.8717948717948718,6.0,8.0,32.0,0.0,0.0,0.0,4.0,4.0,-3.9407,161.12999999999994,-0.8717948717948718,6.0,8.0,32.0
ICITEU_charged,0.0,0.0,0.0,1.0,1.0,1.0580999999999996,57.53800000000001,-0.8854166666666667,2.0,1.5,12.0,0.0,0.0,0.0,1.0,1.0,1.0580999999999996,57.53800000000001,-0.8854166666666667,2.0,1.5,12.0
NAYZOE_clean,0.0,0.0,0.0,3.0,3.0,0.24689999999999968,96.17600000000002,-0.9545454545454546,3.0,3.0,18.0,0.0,0.0,0.0,3.0,3.0,0.24689999999999968,96.17600000000002,-0.9545454545454546,3.0,3.0,18.0
UJOJOU01_clean,0.0,0.0,0.0,0.5,0.5,-0.7801599999999999,13.696149999999998,-0.33333333333333337,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,-0.7801599999999999,13.696149999999998,-0.33333333333333337,0.0,0.5,0.0
DAGDIZ_clean,0.0,0.0,0.0,3.0,3.0,-3.7314000000000007,42.75150000000001,-0.9,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,-3.7314000000000007,42.75150000000001,-0.9,0.0,3.0,0.0
FAMHAE_clean,0.0,0.0,0.0,2.0,2.0,-3.1539000000000006,38.0017,-0.75,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.1539000000000006,38.0017,-0.75,0.0,2.0,0.0
DEPXOM_clean,0.0,0.0,0.0,3.0,3.0,-3.2229,41.493,-0.9,1.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,-3.2229,41.493,-0.9,1.0,3.0,6.0
AWAGOV_clean,0.0,0.0,0.0,1.0,1.0,2.063550000000002,84.48349999999998,-0.9217171717171717,3.5,1.0,19.5,0.0,0.0,0.0,1.0,1.0,2.063550000000002,84.48349999999998,-0.9217171717171717,3.5,1.0,19.5
IQOZUJ_clean,0.0,0.0,0.0,0.0,0.0,-0.5793,21.923499999999997,-0.5,0.5,1.0,2.5,0.0,0.0,0.0,0.0,0.0,-0.5793,21.923499999999997,-0.5,0.5,1.0,2.5
GELJAJ_clean,0.0,0.0,0.0,0.0,0.0,1.4124500000000002,35.718,-0.46153846153846156,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.4124500000000002,35.718,-0.46153846153846156,1.0,1.0,6.0
MEXDEY_clean,0.0,0.0,0.0,0.0,0.0,0.3859999999999999,9.666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3859999999999999,9.666,0.0,0.0,1.0,0.0
HAJLOU_clean,0.0,0.0,0.0,0.0,0.0,1.7200000000000002,55.89739999999999,-0.9,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.7200000000000002,55.89739999999999,-0.9,2.0,0.0,10.0
RAVFAX_clean,0.0,0.0,0.0,4.0,4.0,-3.2686,75.96300000000001,-0.9473684210526316,2.0,4.0,12.0,0.0,0.0,0.0,4.0,4.0,-3.2686,75.96300000000001,-0.9473684210526316,2.0,4.0,12.0
SOBTUY_clean,0.0,0.0,0.0,0.0,0.0,-1.7704000000000004,153.27999999999992,-0.8780487804878049,8.0,4.0,44.0,0.0,0.0,0.0,0.0,0.0,-1.7704000000000004,153.27999999999992,-0.8780487804878049,8.0,4.0,44.0
TUMTOK_clean,0.0,0.0,0.0,0.0,0.0,0.3859999999999999,9.666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3859999999999999,9.666,0.0,0.0,1.0,0.0
JUCGUL_clean,0.0,0.0,0.0,2.0,2.0,3.3130000000000033,120.51299999999996,-0.9157509157509158,4.0,3.0,24.0,0.0,0.0,0.0,2.0,2.0,3.3130000000000033,120.51299999999996,-0.9157509157509158,4.0,3.0,24.0
ABEYAJ_clean,0.0,0.0,0.0,2.0,2.0,-3.1551,21.7265,-0.65,0.5,2.0,3.0,0.0,0.0,0.0,2.0,2.0,-3.1551,21.7265,-0.65,0.5,2.0,3.0
RATVEP_clean,0.0,0.0,0.0,2.0,2.0,-1.801299999999999,51.852700000000006,-0.8888888888888888,2.0,2.0,11.0,0.0,0.0,0.0,2.0,2.0,-1.801299999999999,51.852700000000006,-0.8888888888888888,2.0,2.0,11.0
HOWQAM_clean,0.0,0.0,0.0,1.0,1.0,-0.023900000000000032,40.8695,-0.8785714285714286,1.5,1.0,9.0,0.0,0.0,0.0,1.0,1.0,-0.023900000000000032,40.8695,-0.8785714285714286,1.5,1.0,9.0
AYOQEM_clean,0.0,0.0,0.0,3.0,3.0,-2.0241000000000002,70.62450000000001,-0.75,1.0,6.0,6.0,0.0,0.0,0.0,3.0,3.0,-2.0241000000000002,70.62450000000001,-0.75,1.0,6.0,6.0
LUJSOA_clean,0.0,0.0,0.0,0.5,0.5,-0.7719,9.3925,-0.25,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.5,-0.7719,9.3925,-0.25,0.0,1.5,0.0
ADOGEH_clean,0.0,0.0,0.0,3.0,3.0,-3.8223000000000007,38.001,-0.9,1.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,-3.8223000000000007,38.001,-0.9,1.0,3.0,6.0
SIPWUK_clean,0.0,0.0,0.0,2.0,2.0,-3.1237000000000004,16.194,-0.6666666666666667,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.1237000000000004,16.194,-0.6666666666666667,0.0,2.0,0.0
NEYZAU_clean,2.0,0.0,0.0,0.0,2.0,-0.6208,39.7954,-0.6666666666666667,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,-0.6208,39.7954,-0.6666666666666667,0.0,3.0,0.0
